# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
# associations retrieved on: 2014-07-28 14:20:47-04
# gofunc built on: 2013-10-27 21:51:15.890197-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 1.3
#   downloaded on: 2013-10-27 16:13:50-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201310-assocdb-tables.tar.gz
#   downloaded on: 2013-10-17 16:47:31-04
# translation required: no
# size of "genespace": 25488
# number of attributes: 17457
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 277
# Number of entities in query: 261
# Total number of entities: 25489
# Original total number of entities: 25488
# Entities not in default gene space: 1
# Total number of attributes: 17457
# Translation required: no
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
23	602	0.622334152901194	7.33906214282475e-08	<0.001	GO:0031401	positive regulation of protein modification process
20	525	0.618225518019853	5.62836187319364e-07	0.002	GO:0044057	regulation of system process
187	9718	0.61751423883767	2.66264431889126e-28	<0.001	GO:0065007	biological regulation
52	1495	0.615870773134461	5.87608012864145e-15	<0.001	GO:0009888	tissue development
121	4492	0.615531723224681	5.5026921948609e-27	<0.001	GO:0006139	nucleobase-containing compound metabolic process
22	584	0.614862004156605	1.81749716646336e-07	<0.001	GO:0051240	positive regulation of multicellular organismal process
53	1533	0.614475494955627	3.91273630809238e-15	<0.001	GO:0009892	negative regulation of metabolic process
30	815	0.612766046116016	1.58648923422713e-09	<0.001	GO:0072358	cardiovascular system development
30	815	0.612766046116016	1.58648923422713e-09	<0.001	GO:0072359	circulatory system development
130	5051	0.612243731313176	1.26170205809299e-27	<0.001	GO:0006807	nitrogen compound metabolic process
16	423	0.612132857693313	8.54165166669177e-06	0.027	GO:0007507	heart development
123	4651	0.610243647651542	8.39286988828345e-27	<0.001	GO:0006725	cellular aromatic compound metabolic process
17	454	0.608083932248684	5.09011175487968e-06	0.021	GO:0030334	regulation of cell migration
17	454	0.608083932248684	5.09011175487968e-06	0.021	GO:0048514	blood vessel morphogenesis
122	4613	0.607926876106298	1.59001988091641e-26	<0.001	GO:0046483	heterocycle metabolic process
88	2915	0.606518277553681	1.01623102838292e-21	<0.001	GO:0048523	negative regulation of cellular process
33	929	0.599795040780191	5.55095775547578e-10	<0.001	GO:0010647	positive regulation of cell communication
24	662	0.599108928166489	9.98275830189528e-08	<0.001	GO:0002520	immune system development
19	520	0.598232141602652	2.00978148759881e-06	0.012	GO:0001568	blood vessel development
20	549	0.597658923309129	1.12401381509142e-06	0.009	GO:0040008	regulation of growth
124	4827	0.596739250213469	6.83891499596851e-26	<0.001	GO:1901360	organic cyclic compound metabolic process
24	667	0.595632964208899	1.14640416429819e-07	<0.001	GO:0071495	cellular response to endogenous stimulus
25	697	0.595183214244169	6.54233343878163e-08	<0.001	GO:0010627	regulation of intracellular protein kinase cascade
26	730	0.592974126870369	4.04453778702725e-08	<0.001	GO:0009968	negative regulation of signal transduction
21	584	0.592519382393937	7.41241655774499e-07	0.003	GO:0030097	hemopoiesis
29	822	0.591873357664323	7.80153801415911e-09	<0.001	GO:0043005	neuron projection
222	15134	0.590714845525949	1.22945528062506e-19	<0.001	GO:0003674	molecular_function
17	472	0.590258171961151	8.46798275064048e-06	0.027	GO:2000145	regulation of cell motility
21	591	0.587034384968478	8.97097736382499e-07	0.003	GO:0019226	transmission of nerve impulse
27	770	0.586817850767311	3.00804453024249e-08	<0.001	GO:0023057	negative regulation of signaling
32	925	0.586246387999823	1.9772398146565e-09	<0.001	GO:0023056	positive regulation of signaling
27	772	0.585615700782081	3.17220099301064e-08	<0.001	GO:0010648	negative regulation of cell communication
30	871	0.581862006083546	7.28495124812838e-09	<0.001	GO:0009967	positive regulation of signal transduction
150	6745	0.581308345585711	2.61244821926422e-26	<0.001	GO:0005515	protein binding
29	842	0.580707124017845	1.32354378584429e-08	<0.001	GO:0060429	epithelium development
29	852	0.575223164801611	1.71287458390138e-08	<0.001	GO:0007243	intracellular protein kinase cascade
26	761	0.573723133500761	9.17246572044719e-08	<0.001	GO:0007267	cell-cell signaling
148	6689	0.572604452063487	1.49283548184586e-25	<0.001	GO:0043170	macromolecule metabolic process
17	491	0.572177127188453	1.40966316365879e-05	0.043	GO:0001934	positive regulation of protein phosphorylation
21	611	0.571717741562227	1.52226464087981e-06	0.011	GO:0051130	positive regulation of cellular component organization
20	583	0.570032729156405	2.80052118583698e-06	0.013	GO:0045202	synapse
198	11728	0.569811659744578	5.17843670736763e-23	<0.001	GO:0005622	intracellular
90	3247	0.566872944827128	9.24772946184309e-20	<0.001	GO:0048519	negative regulation of biological process
36	1102	0.564327325493657	8.18643475779517e-10	<0.001	GO:0040011	locomotion
21	621	0.564248329384679	1.96543708259165e-06	0.012	GO:0035637	multicellular organismal signaling
28	843	0.562764055502175	5.13330624366103e-08	<0.001	GO:0016477	cell migration
114	4558	0.559930137237251	2.69841233673375e-22	<0.001	GO:1901363	heterocyclic compound binding
140	6239	0.55950942940583	3.22117664871802e-24	<0.001	GO:0044707	single-multicellular organism process
142	6389	0.559071223532416	2.8303473911225e-24	<0.001	GO:0032501	multicellular organismal process
23	691	0.558715271176771	8.23151717437462e-07	0.003	GO:0032270	positive regulation of cellular protein metabolic process
115	4630	0.558292001593668	2.76539830636483e-22	<0.001	GO:0097159	organic cyclic compound binding
63	2116	0.557547619610364	6.45865878393808e-15	<0.001	GO:0010646	regulation of cell communication
56	1855	0.553847791201812	1.68839530001058e-13	<0.001	GO:0009966	regulation of signal transduction
195	11579	0.553288430631301	4.0429174293519e-22	<0.001	GO:0044424	intracellular part
158	7734	0.55242650935962	4.13406033086032e-24	<0.001	GO:0044237	cellular metabolic process
31	968	0.54912268097936	2.15323127644223e-08	<0.001	GO:0097458	neuron part
62	2114	0.54870180311191	2.22801759407214e-14	<0.001	GO:0023051	regulation of signaling
195	11706	0.544468167463968	1.89713626938062e-21	<0.001	GO:0044699	single-organism process
25	778	0.544357351299989	5.12689015360028e-07	0.002	GO:0051247	positive regulation of protein metabolic process
19	586	0.543376490954674	1.10828759648993e-05	0.037	GO:0043069	negative regulation of programmed cell death
29	919	0.540058943777259	8.70020122821739e-08	<0.001	GO:0031399	regulation of protein modification process
29	919	0.540058943777259	8.70020122821739e-08	<0.001	GO:0048870	cell motility
29	919	0.540058943777259	8.70020122821739e-08	<0.001	GO:0051674	localization of cell
20	634	0.531505857020423	9.67320684881752e-06	0.027	GO:0060548	negative regulation of cell death
36	1185	0.530284807386796	5.54956564803923e-09	<0.001	GO:0006928	cellular component movement
31	1010	0.529337972053745	5.61417229057034e-08	<0.001	GO:0046983	protein dimerization activity
23	738	0.528375164380229	2.49658509650653e-06	0.013	GO:0001932	regulation of protein phosphorylation
28	909	0.527790032976742	2.40919730885031e-07	<0.001	GO:0009719	response to endogenous stimulus
183	10616	0.520466037777944	9.16605615350891e-21	<0.001	GO:0044763	single-organism cellular process
27	894	0.517624388724828	5.8745374228968e-07	0.002	GO:0048585	negative regulation of response to stimulus
27	906	0.511444050693606	7.59138930836448e-07	0.003	GO:0022414	reproductive process
167	9118	0.508274890880717	1.29553656439862e-20	<0.001	GO:0043231	intracellular membrane-bounded organelle
24	807	0.507662394202378	3.34379504552847e-06	0.014	GO:0042325	regulation of phosphorylation
154	7961	0.506093571864017	1.39094455869991e-20	<0.001	GO:0044238	primary metabolic process
167	9167	0.504594746472376	2.41893230682847e-20	<0.001	GO:0043227	membrane-bounded organelle
167	9175	0.503994757273244	2.6770862682411e-20	<0.001	GO:0008152	metabolic process
158	8343	0.503602488871561	2.10460801781935e-20	<0.001	GO:0071704	organic substance metabolic process
34	1202	0.494513625500556	8.60289325069608e-08	<0.001	GO:0048584	positive regulation of response to stimulus
39	1402	0.492382475622296	1.34699626564661e-08	<0.001	GO:0051128	regulation of cellular component organization
25	877	0.488985997058136	4.35161443083164e-06	0.021	GO:0022402	cell cycle process
174	10178	0.482135028241308	1.72366600365971e-18	<0.001	GO:0043226	organelle
173	10130	0.478087589849361	3.00973271036941e-18	<0.001	GO:0043229	intracellular organelle
27	991	0.469858961368417	4.08523184636932e-06	0.017	GO:0000003	reproduction
59	2367	0.464986146620629	9.19755710439659e-11	<0.001	GO:0048583	regulation of response to stimulus
32	1200	0.464776602526007	7.7927974696917e-07	0.003	GO:0007049	cell cycle
88	3909	0.45597588034376	1.07932919205804e-13	<0.001	GO:0016043	cellular component organization
40	1557	0.455911621416932	7.43875480075614e-08	<0.001	GO:0016265	death
31	1190	0.452835939782226	1.91206901072981e-06	0.011	GO:0032268	regulation of cellular protein metabolic process
30	1161	0.448066274645285	3.33586029014998e-06	0.014	GO:0010941	regulation of cell death
39	1551	0.444622294710887	1.92585019088791e-07	<0.001	GO:0008219	cell death
30	1179	0.440887333137115	4.52142779832792e-06	0.021	GO:0006468	protein phosphorylation
36	1435	0.44028834534367	6.37094535945025e-07	0.002	GO:0006915	apoptotic process
88	4043	0.438281350341476	7.50171313991617e-13	<0.001	GO:0071840	cellular component organization or biogenesis
28	1105	0.437084805335989	1.03812262178325e-05	0.03	GO:0043067	regulation of programmed cell death
30	1190	0.436552724165477	5.42541871705536e-06	0.021	GO:0019220	regulation of phosphate metabolic process
30	1195	0.434595361215614	5.88887949967064e-06	0.021	GO:0051174	regulation of phosphorus metabolic process
36	1461	0.431819915793472	9.6996506093528e-07	0.005	GO:0012501	programmed cell death
34	1401	0.422608100221517	2.79877491720685e-06	0.013	GO:0051246	regulation of protein metabolic process
29	1189	0.420202938924854	1.46136874103174e-05	0.043	GO:0071310	cellular response to organic substance
30	1241	0.416953224892989	1.22107927783731e-05	0.038	GO:0031981	nuclear lumen
30	1242	0.416576813297444	1.23999115074931e-05	0.038	GO:0019899	enzyme binding
35	1490	0.408241061393697	4.05299291888638e-06	0.017	GO:0002376	immune system process
52	2314	0.405481503773888	5.0020086483143e-08	<0.001	GO:0006464	cellular protein modification process
52	2314	0.405481503773888	5.0020086483143e-08	<0.001	GO:0036211	protein modification process
40	1739	0.403372822287444	1.28218354135818e-06	0.009	GO:0035556	intracellular signal transduction
33	1419	0.401590520023569	9.6552553752259e-06	0.027	GO:0050790	regulation of catalytic activity
41	1794	0.401348583679063	1.09088159516236e-06	0.009	GO:0065009	regulation of molecular function
33	1450	0.391422289614285	1.49963155488002e-05	0.047	GO:0016310	phosphorylation
53	2449	0.388223755703592	1.22705111907979e-07	<0.001	GO:0042221	response to chemical stimulus
52	2402	0.387242567663738	1.644078067594e-07	<0.001	GO:0043412	macromolecule modification
36	1659	0.371707229155615	1.66165273560938e-05	0.047	GO:0044428	nuclear part
97	5423	0.345304414646409	2.72218898304748e-09	<0.001	GO:0023052	signaling
97	5423	0.345304414646409	2.72218898304748e-09	<0.001	GO:0044700	single organism signaling
90	5030	0.335863490500998	1.45149954026754e-08	<0.001	GO:0007165	signal transduction
97	5530	0.334325517768152	7.79131161610532e-09	<0.001	GO:0007154	cell communication
47	2399	0.333126261136322	1.10009266780365e-05	0.037	GO:0065008	regulation of biological quality
68	3686	0.32514584040336	6.01148060929444e-07	0.002	GO:0043169	cation binding
120	7368	0.324784228190807	3.26443135200192e-09	<0.001	GO:0050896	response to stimulus
66	3610	0.318269315545288	1.29051168233307e-06	0.009	GO:0046872	metal ion binding
93	5472	0.311219365368891	9.41282024389867e-08	<0.001	GO:0043167	ion binding
55	2988	0.310204050882552	1.05431445970421e-05	0.037	GO:0044267	cellular protein metabolic process
96	6019	0.278831976492565	1.1222522377537e-06	0.009	GO:0051716	cellular response to stimulus
